album_name,album_artist,url_links,genre,tlmc_path,internal album_id
Brutal blast,埼玉最終兵器Aether,http://www.lkjp.net/c92/,Metal,[埼玉最終兵器＆Aether]/2017.08.11 [SHAT-0013] Brutal blast [C92],1130
Brutal Games For Reminding Of Death,CROW'SCLAW,http://www.crowsclaw.info/disco.php,,[CROW'SCLAW]/2008.12.29 [PAEG-0009] Brutal Games For Reminding Of Death [C75],1131
Bullet Blitz ～天孫降臨～,IRON ATTACK!,http://ion1128.wix.com/iron-bulletblitz,Metal,[IRON ATTACK!]/2016.05.08 [MIA-050] Bullet Blitz ～天孫降臨～ [例大祭13],1134
BULLET HELL,RichaadEB,,Metal,[RichaadEB]/2018.01.04 BULLET HELL,1135
BULLET HELL II,RichaadEB,https://twitter.com/RichaadEB/status/1281687077399085056,Metal,[RichaadEB]/2018.01.04 BULLET HELL,1136
Bullet Patterns,Panic Bomb,https://panicbombing.bandcamp.com/album/bullet-patterns-2,Hip-hop,[Panic Bomb]/2021.11.02 Bullet Patterns,1137
Bullet Remedy,MA.S ATTACK,,Misc Electronic,[MA.S ATTACK]/2007.03.21 Bullet Remedy [東方不敗小町3],1138
Bullet Rush,音召缶,http://otomekan.net/omk-52/index.html,Jpop，Misc Electronic，Hardcore，Dance,[音召缶]/2018.05.06 [OMK-52] Bullet Rush [例大祭15],1139
BULLET WIND,IRON ATTACK!,http://sound.jp/ironchino/attack-disco.html,Metal,[IRON ATTACK!]/2011.10.16 [MIA-024] BULLET WIND [東方紅楼夢7],1140
bullshit!,Riverside,http://riverside9.web.fc2.com/bull_shit.html,,[Riverside]/2015.05.10 [RSCD-0015] bullshit! [例大祭12],1142
BURIED EP,死際サテライト,https://shinigiwasatellite.wixsite.com/sgsl/buried,,[死際サテライト]/2013.12.30 [SGSL-0018] BURIED EP [C85],1145
BURN IN HELL,IRON ATTACK!,http://ameblo.jp/ironchino/entry-11415565935.html,Metal,[IRON ATTACK!]/2012.12.30 [MIA-030] BURN IN HELL [C83],1146
Burnin' Shootin',Astral Sky,https://ascd0004-burninshootin.tumblr.com/,Eurobeat,[Astral Sky]/2019.05.05 [ASCD-0004] Burnin' Shootin' [例大祭16],1151
Burning Brain,EastNewSound,http://e-ns.net/discography/ens0052.html,Trance，House，Misc Electronic,[EastNewSound]/2017.12.29 [ENS-0057] Burning Brain the Instrumental [C93],1153
Burning Brain the Instrumental,EastNewSound,http://e-ns.net/discography/ens0057.html,Misc Electronic，House，Trance,[EastNewSound]/2017.12.29 [ENS-0057] Burning Brain the Instrumental [C93],1154
BURNING DESIRE,K2E†Cradle,http://ameblo.jp/k2ecradle/entry-12152326943.html,Eurobeat,[K2E†Cradle]/2016.05.08 [K2E-006] BURNING DESIRE [例大祭13],1155
BURNING ON THE FLOOR - Concept From AGGRESSIVE EXPLOSION,AGGRESSIVE BEAT CIRCLE,http://blog.aggressive-beat.com/?eid=413,Eurobeat，Misc Electronic，Trance,[AGGRESSIVE BEAT CIRCLE]/2013.10.13 [ABCD-0005] BURNING ON THE FLOOR - Concept From AGGRESSIVE EXPLOSION [東方紅楼夢9],1157
BURST HALLUCINATION,Suspicion & Fear,https://twitter.com/suspicionandfea/status/1211227689350094848,Metal,[Suspicion & Fear]/2019.12.31 [SMSF-0013] BURST HALLUCINATION [C97],1158
Butterfly Delusion,J&B,http://www.m-jb.com/bf/,Metal,[J&B]/2008.11.02 [JBCD-0003] Butterfly Delusion [東方紅楼夢4],1159
Bb: Scarlet Sequel,PHOENIX Project,https://bsspp.tumblr.com/,Rock，Misc Electronic,[PHOENIX Project]/2019.05.05 B♭ Scarlet Sequel [例大祭16],1164
B/M DISTURBER,Rolling Contact,https://loli0082.tumblr.com/,Misc Electronic，Hardcore，Dance，Trance，House,[Rolling Contact]/2019.12.31 [LOLI-0082] B／M DISTURBER [C97],1165
B/M DOMINATOR,Rolling Contact,https://loli0077.tumblr.com/,Hardcore，Misc Electronic,[Rolling Contact]/2019.05.05 [LOLI-0077] B／M DOMINATOR [例大祭16],1166
B/M EXHIBITOR,Rolling Contact,https://loli0095.tumblr.com/,Hardcore，Misc Electronic,[Rolling Contact]/2021.05.05 [LOLI-0095] B／M EXHIBITOR [AC3],1167
B/M Gladiator,Rolling Contact,"https://loli0091.tumblr.com/, https://twitter.com/11nuudoru",Dance，Misc Electronic,[Rolling Contact]/2020.10.18 [LOLI-0091] B／M GLADIATOR [秋例大祭7],1168
B/M ILLUSTRATOR,Rolling Contact,https://loli0087.tumblr.com/,Dance，Trance，Hardcore,[Rolling Contact]/2020.05.05 [LOLI-0087] B／M ILLUSTRATOR [C98],1169
B/M INSTIGATOR,Rolling Contact,https://loli0075.tumblr.com/,Trance，Misc Electronic,[Rolling Contact]/2018.12.30 [LOLI-0075] B／M INSTIGATOR [C95],1170
B/M ISOLATOR,Rolling Contact,"https://loli0072.tumblr.com/, https://youzyo.net/post/179500568377/0072",Trance，Hardcore，Jpop,[Rolling Contact]/2018.10.21 [LOLI-0072] B／M ISOLATOR [東方紅楼夢14],1171
B/M LIBERATOR,Rolling Contact,https://loli0079.tumblr.com/,Hardcore，Misc Electronic,[Rolling Contact]/2019.08.12 [LOLI-0079] B／M LIBERATOR [C96],1172
C.C. -cosmological constant-,Ruxia,http://ruxia.seeds-9.com/rxcd03/,Misc Electronic,[Ruxia]/2011.08.13 [RXCD-03] C.C. -cosmological constant- [C80],1177
C.Experiment,ALADDIN,http://aladdinocr.tumblr.com/post/143052771315/adcd0001-cexperiment-produced-aladdin,Trance，Misc Electronic，Hardcore，House，Rock，Jpop,[ALADDIN]/2016.05.08 [ARCD-0001] C.Experiment [例大祭13],1178
C100会場限定おまけCD,暁Records,http://akatsuki-records.com/drcd0075_77_c100_sariel.html,,[暁Records]/2016.08.13 C90会場限定おまけCD [C90],1181
C77 無料配布CD,WhiTECHNO,,,[WhiTECHNO]/2009.12.30 C77無料配布CD [C77],1185
C79お楽しみCD,鉄腕トカゲ探知機,,,[鉄腕トカゲ探知機]/2010.12.30 C79お楽しみCD [C79],1186
C80会場限定おまけCD,CYTOKINE,http://cytokine-web.com/,,[Cytokine]/2011.08.13 C80会場限定おまけCD [C80],1187
C82会場特典CD,CREST,http://crest-music.net/,,[CREST]/2012.08.11 C82会場特典CD [C82],1189
C83 会場特典 Instrumental Trax Disk,音召缶,http://otomekan.net/?p=1603,,[音召缶]/2012.12.30 C83 会場特典 Instrumental Trax Disk [C83],1190
C88会場限定おまけCD,暁Records,http://akatsuki-records.com/drcd0010.html,Rock，Jpop,[暁Records]/2015.08.14 C88会場限定おまけCD [C88],1193
DOWN DOWN DOLL -to the beginning 07- C90会場限定おまけCD,暁Records,http://akatsuki-records.com/drcd0014.html,Jpop，Rock,[暁Records]/2016.08.13 [DRCD-0014] DOWN DOWN DOLL -to the beginning 07- [C90],1195
C91会場限定おまけCD,森羅万象,http://shinra-bansho.sakura.ne.jp/siawase_egoist/,Jpop，Rock,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1196
C91会場限定おまけCD Instrumental versions,暁Records,http://akatsuki-records.com/drcd0016_17_18c91.html,Jpop，Rock,[暁Records]/2016.12.29 [DRCD-0017] Instrumental Versions [C91],1197
C92会場限定おまけCD,暁Records,http://akatsuki-records.com/drcd0024.html,Jpop,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1200
C92会場限定おまけCD,森羅万象,http://akatsuki-records.com/drcd0024.html,Jpop,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1200
C93会場限定おまけCD,暁Records,http://akatsuki-records.com/drcd0030_32,Rock,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1201
C93会場限定おまけCD,森羅万象,http://akatsuki-records.com/drcd0030_32,Rock,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1201
C94会場限定おまけCD,暁Records,http://akatsuki-records.com/drcd0040_41.html,Jpop，Rock,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1203
C94会場限定おまけCD,森羅万象,http://akatsuki-records.com/drcd0040_41.html,Jpop，Rock,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1203
C95会場限定おまけCD,暁Records,http://akatsuki-records.com/drcd0044_46.html,,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1204
C95会場限定おまけCD,森羅万象,http://akatsuki-records.com/drcd0044_46.html,,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1204
C96会場限定おまけCD,暁Records,http://akatsuki-records.com/drcd0050_52.html,,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1205
C96会場限定おまけCD,森羅万象,http://akatsuki-records.com/drcd0050_52.html,,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1205
BAD MAGUS,暁Records,http://akatsuki-records.com/drcd0055_57_c97.html,,[暁Records]/2019.12.31 [DRCD-0057] BAD MAGUS [C97],1207
SHIROCLOVER,暁Records,http://akatsuki-records.com/drcd0059_61_c98.html,Rock,[暁Records]/2020.05.29 [DRCD-0060] SHIROCLOVER [C98],1210
C99会場限定おまけCD,森羅万象,,,[森羅万象]/2016.12.29 C91会場限定おまけCD [C91],1212
Cadaverous Bloom,SMOKESTACK,,Misc Electronic,[SMOKESTACK]/2009.10.11 Cadaverous Bloom [EP] [東方紅楼夢5],1213
Cadeau~親愛なる君へ,TsuBaKi,https://www.bilibili.com/audio/au306791,,[TsuBaKi]/2018.05.06 [TBK-006] Cadeau~親愛なる君へ [例大祭15],1214
CAERULA,Sequence Club,http://caerula-sc.tumblr.com/,House，Misc Electronic,[Sequence Club]/2016.08.13 [SCCD-0010] CAERULA [C90],1215
Cafe de Touhou,DDBY,https://ddby.jp/cafedetouhou/,,[DDBY]/2010.12.30 Cafe de Touhou [C79],1217
Cafe de Touhou 3,DDBY,https://ddby.jp/cafedetouhou3/,Jazz,[DDBY]/2011.12.30 Cafe de Touhou 3 [C81],1219
Cafe de Touhou 4,DDBY,https://ddby.jp/cafedetouhou4/,,[DDBY]/2013.05.26 Cafe de Touhou 4 [例大祭10],1220
Cafe de Touhou 5,DDBY,https://ddby.jp/cafedetouhou5/,,[DDBY]/2013.12.30 Cafe de Touhou 5 [C85],1221
Cafe de Touhou 6,DDBY,http://ddby.jp/cafedetouhou6,,[DDBY]/2014.12.29 Cafe de Touhou 6 [C87],1222
Cafe de Touhou 7,DDBY,http://ddby.jp/cafedetouhou7,,[DDBY]/2015.08.14 Cafe de Touhou 7 [C88],1223
Cafe de Touhou 8,DDBY,http://ddby.jp/cd-album/touhou/cafedetouhou8/,Jazz,[DDBY]/2017.10.22 Cafe de Touhou 8 [東方紅楼夢13],1224
Café de Smokeytown,マホトア豆腐店,,,[マホトア豆腐店]/2022.05.08 [MTOF-012] Café de Smokeytown [例大祭19],1226
CALL ME AGAIN!,SNUG SPACE,http://snugspace.jugem.jp/?eid=8,Jazz,[SNUG SPACE]/2011.08.13 [SNSP-002] CALL ME AGAIN! [C80],1230
Calm,Lost Garden,http://lostgarden.coresv.com/archives/297,,[Lost Garden]/2010.12.30 [LGCD-0011] Calm [C79],1233
Camphor Music side create collection #1 - remix to TOHO Project soundtrack works -,Camphor,http://camphor0000.blog11.fc2.com/blog-entry-5.html,,[Camphor]/2009.12.30 [CAMP-0001] Camphor Music side create collection #1 - remix to TOHO Project soundtrack works - [C77],1235
Camphor Music side create collection #2 Flight down,Camphor,http://camphor0000.blog11.fc2.com/blog-entry-5.html,,[Camphor]/2010.08.14 [CAMP-0002] Camphor Music side create collection #2 Flight down [C78],1236
Camphor Music side create collection #3 Outpost,Camphor,http://camphor0000.blog11.fc2.com/blog-entry-13.html,,[Camphor]/2010.12.30 [CAMP-0003] Camphor Music side create collection #3 Outpost [C79],1237
Can't home,fragile frangile,https://soundcloud.com/kake-atto/16cant-home-xfdfragile-frangile-1,Metal,[fragile frangile]/2019.05.05 Can't home [例大祭16],1240
Can't you read me?,Cold Sleep Girlfriend,,,[Cold Sleep Girlfriend]/2012.08.11 [CSGF-0001] Can’t you read me？ [C82],1242
Canopus.,空彩観測。,http://cieletlune.web.fc2.com/skcd002.html,Rock,[空彩観測。]/2010.10.11 [SKCD-002] Canopus. [東方紅楼夢6],1245
Cantante-カンタンテ-,SYNC.ART'S,http://syncarts.jp/sp/sacd5041/cantante.html,Jpop，Rock,[SYNC.ART'S]/2017.05.07 [SACD-5041] Cantante-カンタンテ- [例大祭14],1246
Cantrip,CODE-49,http://lv4.gozaru.jp/49cd0008.html,Hardcore，Trance,[CODE-49]/2011.05.08 [49CD-0008] Cantrip [例大祭8],1247
Canvas of Sound ~ The SC-88 Pro Collection,Pgj1997,https://pgj1997.bandcamp.com/album/canvas-of-sound-the-sc-88-pro-collection,,[Pgj1997]/2019.03.22 Canvas of Sound ~ The SC-88 Pro Collection,1248
Capriccio～幻想郷綺想曲,Sound.／Ecriture,,,[Sound.／Ecriture]/2007.04.29 [SECD-0001] Capriccio ～幻想郷綺想曲 [M3-07春],1250
Capricioasă Gând,梶迫小道具店,http://cajiva.sakura.ne.jp/CJVK0002/,Hip-hop，Dance，Rock,[梶迫小道具店]/2010.03.14 [CJVK-0002] Capricioassa Gand [例大祭7],1253
Captain Anchor,Sleepless,"https://sleeplesscrcid.wixsite.com/sleepless/captain-anchor, https://twitter.com/Sleeplesscrcid/status/1447014588218679298",Trance，Hardcore,[Sleepless]/2021.10.24 [SLEP-001] Captain Anchor,1255
Card Collectors EP,Illusionary Projections,https://twitter.com/IlluProject/status/1437197667369619457,Trance，Hardcore，Dance,[Illusionary Projections]/2021.09.04 Card Collectors EP [BBEX14],1257
Carefree.,へたのよこずき,http://htyk.net/tokusetsu/carefull/,Jpop,[へたのよこずき]/2011.05.08 [HTYK-A02] Carefree. [例大祭8],1258
Carmishen Mound,音召缶,http://otomekan.net/?p=1683,,[音召缶]/2013.05.26 Carmishen Mound Instrumental [例大祭10],1260
Carnival,Floating Cloud,http://floatingcloud.net/disc/2011/08/carnival.html,Folk,[Floating Cloud]/2011.08.13 [FLCD-015] CARNIVAL [C80],1261
Carry-Over,亜紅紫,,,[亜紅紫]/2008.12.29 Carry-Over Novelty CD [C75],1264
Carry-Over Novelty CD,亜紅紫,,,[亜紅紫]/2008.12.29 Carry-Over Novelty CD [C75],1265
CASINO,Dimension's Gate,https://dimensionsgate.com/casino,Jpop，Rock,[Dimension's Gate]/2019.05.05 [DGMT-0021] CASINO [例大祭16],1268
CASINO聖輦船,Azure&Sands,http://bunbun-aya.ath.cx/~tainokobone/Works/casino.html,,[Azure&Sands]/2010.05.05 [ASCD-0009] CASINO聖輦船 [M3-10春],1269
Casket's special collection for Taiwan,Casket,http://www.yukinohana.net/~casket/index.php?albumt24,Folk,[Casket]/2015.06.06 [CIXT-0023] Casket's special collection for Taiwan [例大祭 in 台灣1],1270
Cat Nap Pops,フーリンキャットマーク,,,[フーリンキャットマーク] Fuling Cat Mark/2021.08.28 Cat Nap Pops [東方ルナティックリリース],1271
Catastrophe Eve,Amateras Records,http://amateras-records.com/discography/amrc-0003,,[Amateras Records]/2011.08.13 [AMRC-0003] Catastrophe Eve [C80],1278
Catastrophe Eve the instrumental -Amateras Records Exlusive Disc Spring 2012,Amateras Records,http://amateras-records.com/blog/?p=28,,[Amateras Records]/2012.05.27 [AMRS-0005] Catastrophe Eve the instrumental -Amateras Records Exlusive Disc Spring 2012 [例大祭9],1279
Catchy Tunes,PHOENIX Project,https://cathytunes.tumblr.com/,Rock,[PHOENIX Project]/2019.10.06 Catchy Tunes [秋例大祭6],1282
Catharsis,PhantomMist,http://phantommist.net/catharsis/,Misc Electronic,[黒夜葬]/2009.08.15 [KKYS-0004] Catharsis [C76],1283
Catharsis,黒夜葬,http://phantommist.net/catharsis/,Misc Electronic,[黒夜葬]/2009.08.15 [KKYS-0004] Catharsis [C76],1283
CatHolic,GYRO MiX,,Rock，Metal，Dance，Folk，Classic，Misc Electronic,[GYRO MiX]/2007.09.09 [GMIX-0001] CatHolic,1285
Cattleya　幻想写景 -妖-,Foxtail-Grass Studio,"http://f-g-s.net/fgst0005/, http://f-g-s.net/fgst0005/special/",Classic，Folk，House,[Foxtail-Grass Studio]/2011.12.30 [FGST-0005] Cattleya 幻想写景 -妖- [C81],1287
Catwalk Dancer,マホトア豆腐店,https://twitter.com/mahotoa_tofu/status/1576860031248539874,,[マホトア豆腐店]/2022.10.09 [MTOF-013] Catwalk Dancer [東方紅楼夢18],1288
Cause and effect,38BEETS,http://38beets.com/cause_and_effect/index.html,,[38BEETS]/2012.08.11 [38CD-0020] Cause and effect [C82],1289
Cause havoc,埼玉最終兵器Aether,http://www.lkjp.net/rei14/,Metal，Misc Electronic,[埼玉最終兵器＆Aether]/2017.05.07 [SHAT-0012] Cause Havoc [例大祭14],1290
CAUTION,Zephill,http://zephill.sakura.ne.jp/special04.html,,[Zephill]/2008.12.29 CAUTION [C75],1292
CAUTION+,Zephill,http://zephill.sakura.ne.jp/special04.html,,[Zephill]/2008.12.29 CAUTION [C75],1294
CERASUS,柳瀬川,http://yanagisegawa.6.ql.bz/hf7/,,[柳瀬川]/2010.03.14 [yng-004] CERASUS [例大祭7],1298
CERCA -チェルカ-,C-CLAYS,http://blog.c-clays.com/?eid=1425416,Jpop，Rock，Misc Electronic,[C-CLAYS]/2011.08.13 [TOCD-0028] CERCA -チェルカ- [C80],1299
Cerejeira,Sound Refil,http://soundrefil.main.jp/Cerejeira%20tokusetu.html,,[Sound Refil]/2012.08.11 [SRTF-0002] Cerejeira [C82],1300
Ceremony in the Black,Unity-Gain,http://kakeruichi.mydns.jp/cd/UTGN-0021/,Folk,[Unity-Gain]/2021.12.31 [UTGN-0021] Ceremony in the Black [C99],1301
Chain Destruction,Dimension's Gate,https://twitter.com/melonubiquitous/status/947427076772052993,Metal,[Dimension's Gate]/2017.12.29 [DGMT-0018] Chain Destruction [C93],1303
CHALLENGE,Elemental Records,http://elemental-records.com/c79.html,Rock，Trance，Jpop,[Elemental Records]/2010.12.30 [ERCD-004] CHALLENGE [C79],1306
Change the world,紺碧studio,http://www.konpeki-studio.com/kpcd009,Jpop，Rock,[紺碧studio]/2018.08.10 [KPCD-009] Change the world [C94],1310
CHANNEL † NODE,t=NODE,http://www.geocities.jp/jza02611/,,[t=NODE]/2009.03.08 CHANNEL † NODE [例大祭6],1311
CHANNEL † NODE ～Zero～,t=NODE,http://www.geocities.jp/jza02611/,,[t=NODE]/2009.03.08 CHANNEL † NODE [例大祭6],1312
CHANNEL † NODEⅡ,t=NODE,http://www.geocities.jp/jza02611/,,[t=NODE]/2009.03.08 CHANNEL † NODE [例大祭6],1313
Chanter of New Era,Azur,http://azurfor.nobody.jp/Music.html,,[Azur]/2013.03.31 [AC-006] Chanter of New Era [M3-31],1315
CHAOS and LAW,PARADOX,http://www.max.hi-ho.ne.jp/keiya/chaosandlaw.html,Rock,[PARADOX]/2011.05.08 [PRDX-0003] CHAOS and LAW [例大祭8],1316
Chaos Bringer,SOUND HOLIC,http://www.sound-holic.com/rts14/work/work01.html,Rock,[SOUND HOLIC]/2017.05.07 [SDHC-0067] Chaos Bringer [例大祭14],1317
Chaos Flare,ALiCE'S EMOTiON,http://redalice.net/disc/chaosflare/,Trance，Hardcore，Jpop,[ALiCE'S EMOTiON]/2009.03.08 [AECD-017] Chaos Flare [例大祭6],1318
CHAOS,SYNC.ART'S,http://syncarts.jp/sp/sacd5019/index.html,,[SYNC.ART'S]/2007.12.31 [SACD-5019] CHAOS [C73],1323
CHAOS,響records,http://syncarts.jp/sp/sacd5019/index.html,,[SYNC.ART'S]/2007.12.31 [SACD-5019] CHAOS [C73],1323
Chaotic Beat,efs,http://efs.holy.jp/REI5/material/past.htm,,[efs]/2006.10.09 [EFS-00001] Chaotic Beat＋Append Disc [M3-18],1324
Chaotic Beat Append DISC,efs,,,[efs]/2006.10.09 [EFS-00001] Chaotic Beat＋Append Disc [M3-18],1325
Chaotic Isolation,AGENT 0,http://agent0bdm.blog.shinobi.jp/告知/c85告知,Metal,[AGENT 0]/2013.12.30 [AGENT-0010] Chaotic Isolation [C85],1326
chapter1,東方事変,https://thjhc96.tumblr.com/,Jpop，Rock，Metal,[東方事変]/2019.08.12 [THJH-013] chapter1 [C96],1330
Character Songs ～ Wind ～,釣師,https://tmbox.net/pl/1217028,Video Game Music，Rock，Other/Misc,[釣師]/2017.05.07 Character Song ～ Wind ～ [例大祭14],1331
Charisma Lash Type-A,趣味工房にんじんわいん,http://carrotwine.muse.bindsite.jp/pg320.html,,[趣味工房にんじんわいん] Hobby atelier carrot wine/2014.05.11 [HACW-TA1030] Charisma Lash Type-R [例大祭11],1332
Charisma Lash Type-L,趣味工房にんじんわいん,http://carrotwine.muse.bindsite.jp/ta1037.html,Classic,[趣味工房にんじんわいん] Hobby atelier carrot wine/2014.05.11 [HACW-TA1030] Charisma Lash Type-R [例大祭11],1333
Charisma Lash Type-M,趣味工房にんじんわいん,http://carrotwine.muse.bindsite.jp/pg320.html,Classic,[趣味工房にんじんわいん] Hobby atelier carrot wine/2014.05.11 [HACW-TA1030] Charisma Lash Type-R [例大祭11],1334
Charisma Lash Type-R,趣味工房にんじんわいん,http://carrotwine.muse.bindsite.jp/ta1030.html,Classic,[趣味工房にんじんわいん] Hobby atelier carrot wine/2014.05.11 [HACW-TA1030] Charisma Lash Type-R [例大祭11],1335
Charisma Lash Type-S,趣味工房にんじんわいん,http://carrotwine.muse.bindsite.jp/ta1033.html,Classic,[趣味工房にんじんわいん] Hobby atelier carrot wine/2014.05.11 [HACW-TA1030] Charisma Lash Type-R [例大祭11],1336
Charlatan's Endgame,ヒレ軍団,,Hardcore，Misc Electronic,[ヒレ軍団]/2019.12.21 [GSSC-01] Charlatan's Endgame [CP25],1338
Check it up 妖！,Angelic Quasar,http://youzyo.net/,,[Angelic Quasar]/2006.08.13 [AQSH-0008] Check it up 妖！[C70],1341
Cheerful Dream,TiaLives,http://tialives.blog53.fc2.com/page-2.html,,[TiaLives]/2010.03.14 Cheerful Dream [例大祭7],1343
CHEESE FACTORY,surreacheese,http://surrea.web.fc2.com/works.html,Jazz,[surreacheese]/2015.08.14 [SCCD-013] CHEESE FACTORY [C88],1344
Cherished Delusion,BlossomNightfall,https://blossomnightfall.bandcamp.com/album/cherished-delusion,Misc Electronic，House,[BlossomNightfall]/2015.12.29 Cherished Delusion,1345
Cherophilia,World End Symphonia,https://twitter.com/kunokaya/status/1078639294170857472,Trance，Rock,[World End Symphonia]/2018.12.30 Cherophilia [C95],1346
cherry blessing e.p.,Forest306,http://forest306.com/cherry/,Folk,[Forest306]/2015.05.10 [F306-1000] cherry blessing e.p. [例大祭12],1351
Cherry Harmony,かめかっぱ,https://kameandkappa.wixsite.com/kkcd-0005,,[かめかっぱ]/2018.05.06 [KKCD-0005] CHERRY HARMONY [例大祭15],1353
Cherry Petals Fantasia,ゆめいろ企画,http://ww35.yumeiro-project.com/special/Cherry_Petals_Fantasia/,,[ゆめいろ企画]/2009.02.08 [YPCD-0002] Cherry Petals Fantasia [サンクリ42],1354
Cherry Phantasm,Silver Forest,http://www.silver--forest.com/,,[Silver Forest]/2006.06.19 [SFNC-0001] Cherry Phantasm [サンクリ32],1355
CHILD HOOD'S END,豚乙女,http://www.butaotome.com/2017/c92/index.html,Rock，Jpop,[豚乙女]/2017.08.11 CHILD HOOD'S END [C92],1359
children's game,森羅万象,http://shinra-bansho.sakura.ne.jp/,Jpop，Rock,[森羅万象]/2017.10.15 children's game [秋例大祭4],1360
Chill In Wonderland,魂音泉,http://tamaonsen.com/discography.html,Hip-hop，Jpop，House，Misc Electronic,[魂音泉]/2018.05.06 [TOS-045] Chill In Wonderland [例大祭15],1362
Chill no Wave,QUINTET,http://lostcollection.net/qmcd-0009/,Trance，House，Misc Electronic，Jpop,[QUINTET]/2013.05.26 [QMCD-0009] CHILL NO WAVE [例大祭10],1364
chill out vacation,Silver Forest,http://www.silver--forest.com/co.htm,Trance，Jpop，Rock,[Silver Forest]/2017.08.11 [SFNC-0058] chill out vacation [C92],1365
Chill Touhou Hiphop Beats - Mix 1,Moon-Tone,https://moon-tone.bandcamp.com/album/chill-touhou-hiphop-beats-mix-1,,[Moon-Tone]/2018.12.06 Chill Touhou Hiphop Beats - Mix 1,1366
Chillout condiment,S.C.X,http://toho-chilloutc-scx.tumblr.com/,Trance，House，Misc Electronic,[S.C.X]/2016.11.18 [CTi08-RWi02] Chillout condiment [APOLLO 第5回],1368
Chillout Winter -Four Seasons Library vol.4-,少女理論観測所,https://srcd023cw.tumblr.com/,Jpop，Rock,[少女理論観測所]/2018.12.30 [SRCD-023] Chillout Winter -Four Seasons Library vol.4- [C95],1369
CHILLY BOSSA,SNUG SPACE,http://snugspace.jugem.jp/?eid=24,Jazz,[SNUG SPACE]/2013.12.30 [SNSP-005] CHILLY BOSSA [C85],1370
Chilly Wind,あやしー,https://aya-chillywind.tumblr.com/,Misc Electronic，Trance，House,[あやしー]/2017.08.11 Chilly Wind [C92],1371
Chill★Now,魂音泉,http://tamaonsen.com/chn/,,[魂音泉]/2010.12.30 [TOS-007] Chill★Now [C79],1372
CHIMERA-TECH,マホトア豆腐店,,Dance,[マホトア豆腐店]/2017.12.29 [MTOF-006] CHIMERA TECH [C93],1373
Chip On Nightmare,Xenoglossy,http://xenoglossy.hariko.com/Chip.html,Misc Electronic，Video Game Music,[Xenoglossy]/2017.12.29 Chip on Nightmare [C93],1375
chipion×発熱巫女～ずコラボリミックスCD,chipion発熱巫女～ず,http://www.chipion.com/,,[chipion×発熱巫女～ず]/2009.10.11 chipion×発熱巫女～ずコラボリミックスCD [東方紅楼夢5],1376
chipteeming,悦楽舎,"http://hoshi.s54.xrea.com/, https://twitter.com/hoshi903/status/1182608726898855936",,[悦楽舎]/2019.10.27 chipteeming [M3-44],1377
chiptorching,悦楽舎,http://hoshi.s54.xrea.com/,,[悦楽舎]/2013.09.08 chiptouring [遊音ファンタジウム3],1378
chiptouring,悦楽舎,http://hoshi.s54.xrea.com/,,[悦楽舎]/2013.09.08 chiptouring [遊音ファンタジウム3],1379
chiptunic,悦楽舎,http://hoshi.s54.xrea.com/,,[悦楽舎]/2017.10.22 chiptunic [東方紅楼夢13],1381
chiptunid(DEMO),悦楽舎,https://hoshi.bandcamp.com/album/chiptunid-demo,,[悦楽舎]/2021.11.28 chiptunid [東方紅楼夢17],1382
chiptunion,悦楽舎,http://hoshi.s54.xrea.com/,,[悦楽舎]/2015.11.01 chiptunion [東方紅楼夢11],1383
chiptunish,悦楽舎,http://hoshi.s54.xrea.com/,,[悦楽舎]/2014.10.12 chiptunish [東方紅楼夢10],1384
chiptunison,悦楽舎,http://hoshi.s54.xrea.com/,,[悦楽舎]/2014.10.12 chiptunish [東方紅楼夢10],1386
Chiquita Drug on Force,RoundLoudness,https://roundloudness.localinfo.jp/posts/21812512,Metal,[RoundLoudness]/2021.11.28 [RLWM-0005] Chiquita Drug on Force [東方紅楼夢17],1388
Chocolate Pain,pikapika,http://chip.main.jp/pikapika/cp/index.html,Rock，Metal,[pikapika]/2012.05.27 Chocolate Pain [例大祭9],1390
Choice×Choice×Choice,CTBR,http://ctbr.jp/content/works_c/ctbr0010.html,,[CTBR]/2007.05.20 [CTBR-0010] Choice×Choice×Choice [例大祭4],1391
chromatograph,Xenoglossy,http://xenoglossy.hariko.com/chromato.html,,[Xenoglossy]/2013.05.26 chromatograph [例大祭10],1395
Chu♡Chu♡Chu,ガネメ,"https://ganemes21.tumblr.com/, https://www.pixiv.net/member.php?id=4072284）",House，Misc Electronic,[ガネメ]/2019.12.31 [GACD-0020] Chu♡Chu♡Chu [C97],1397
Château Bleu,Riverside,http://riverside9.web.fc2.com/chato_b.html,Folk，Metal，Misc Electronic,[Riverside]/2013.12.30 [RSCD-0014] Château Bleu [C85],1399
