album_name,album_artist,url_links,genre,tlmc_path,internal album_id
おためしでぃすく1,eS=S,http://ess.iza-yoi.net/works_essd9001.html,,[eS=S]/2008.11.02 [ESSD-9002] おためしでぃすく2 [東方紅楼夢4],10272
おためしでぃすく2,eS=S,http://ess.iza-yoi.net/works_essd9002.html,,[eS=S]/2008.11.02 [ESSD-9002] おためしでぃすく2 [東方紅楼夢4],10273
おためしでぃすく3,eS=S,http://ess.iza-yoi.net/works_essd9003.html,,[eS=S]/2008.11.02 [ESSD-9002] おためしでぃすく2 [東方紅楼夢4],10274
おてんば☆チルノ,飲むヨーク普及委員会,,Classic，Dance，Video Game Music,[飲むヨーク普及委員会]/2010.03.14 おてんば☆チルノ [例大祭7],10281
おてんば娘のピコピコ電波予報,ばーどちゅーん,http://mirin.birdtune.jp/tokusetu04.html,,[ばーどちゅーん] BirdTune/2009.03.08 おてんば娘のピコピコ電波予報 [例大祭6],10283
おまえの○○ちっちぇえな,Croak Not Rue,,,[Croak Not Rue]/2010.10.11 おまえの〇〇ちっちぇえな [東方紅楼夢6],10289
おまけCD10,ちょこふぁん,https://subachoco.booth.pm/items/2816492,Rock，Jpop,[ちょこふぁん]/2020.02.01 [CFCD-0012] おまけCD1 [後戸天空満天祭],10291
おまけCD11,ちょこふぁん,https://twitter.com/subachoco/status/1512790310442582018?s=20&t=cJEd2AviHPblaa4qUpKhcg,,[ちょこふぁん]/2020.02.01 [CFCD-0012] おまけCD1 [後戸天空満天祭],10292
おまけCD12,ちょこふぁん,,,[ちょこふぁん]/2020.02.01 [CFCD-0012] おまけCD1 [後戸天空満天祭],10293
おまけCD13,ちょこふぁん,https://twitter.com/subachoco/status/1548289443529822208?s=20&t=eDqtOyjnh6Rp93l-DbJl8g,Eurobeat,[ちょこふぁん]/2020.02.01 [CFCD-0012] おまけCD1 [後戸天空満天祭],10294
おまけCD14,ちょこふぁん,https://twitter.com/subachoco/status/1624039469371518976?s=20&t=mS4G1mRJxM1vl5uflU4q3Q,Eurobeat,[ちょこふぁん]/2020.02.01 [CFCD-0012] おまけCD1 [後戸天空満天祭],10295
おまけCD16,ちょこふぁん,https://twitter.com/subachoco/status/1633799794551578628,Eurobeat,[ちょこふぁん]/2020.02.01 [CFCD-0012] おまけCD1 [後戸天空満天祭],10297
おまけCD5 勁牙組VS鬼傑組,ちょこふぁん,"https://twitter.com/subachoco/status/1313811312057573376, https://www.pixiv.net/artworks/84827444",Jpop，Rock，Eurobeat,[ちょこふぁん]/2020.10.18 [CFCD-0022] おまけCD5 [秋例大祭7],10298
おまけCD7,ちょこふぁん,https://twitter.com/subachoco/status/1340280606396051457,,[ちょこふぁん]/2020.12.31 [CFCD-0026] おまけCD7 [AC2],10299
おまけCD8,ちょこふぁん,https://twitter.com/subachoco/status/1351846943941541890,Eurobeat，Jazz,[ちょこふぁん]/2021.01.24 [CFCD-0027] おまけCD8 [紅のひろば19],10300
おまけCD9,ちょこふぁん,https://twitter.com/subachoco/status/1365998454359482372,Eurobeat,[ちょこふぁん]/2021.03.07 [CFCD-0029] おまけCD9 [東方合同催事],10301
おまけSelection,ちょこふぁん,https://www.youtube.com/watch?v=L-SRnHNsI-8,Eurobeat,[ちょこふぁん]/2021.12.31 [CFCD-0039] おまけSelection [C99],10305
おまたせピッピ♡にゃん³,森羅万象,,Misc Electronic,[森羅万象]/2022.06.05 おまたせピッピ♡にゃん³ [東方名華祭16],10308
おまとめ,豚乙女,http://butaotome.com/tokusetu/2016/oma/gt.html,Rock，Jpop,[豚乙女]/2016.01.31 おまとめ [大⑨州東方祭14],10309
おもひでサンセット,J&B,http://www.m-jb.com/oss/,,[J&B]/2011.12.30 [JBCD-0011] おもひでサンセット [C81],10311
東方自作アレンジ,おタチ伝,https://www.nicovideo.jp/series/22101,,[inori]/2018.04.15 東方自作アレンジ,151
お嬢様とメイドの72時間,LilisXBlack,http://lilisblack.fantasia.to/jm7,,[LilisXBlack]/2009.03.08 お嬢様とメイドの72時間 [例大祭6],10318
お嬢様の東方子守唄,TAMUSIC,http://tamusic.jp/tam3-0129/,Classic,[TAMUSIC]/2015.05.10 [TAM3-0129] お嬢様の東方子守唄 [例大祭12],10319
お嬢様の華麗なファルス -Les farces formidiables-,風鈴ぼるけいの,http://r-volcano.jp/farces,Jazz，Folk,[風鈴ぼるけいの]/2016.01.24 [RVGP-0001] お嬢様の華麗なファルス -Les farces formidiables- [紅のひろば13],10320
お次は何処で踊りましょうか,街角麻婆豆,http://mapoze.com/pub/hihu-dance/,Folk,[街角麻婆豆]/2015.05.10 [MM-32] お次は何処で踊りましょうか [例大祭12],10323
お歳暮のお餅ですよ。,mochi season,https://mochiseason2.wixsite.com/mochi-season/nmoc-003,,[mochi season]/2020.12.30 [NMOC-003] お歳暮のお餅ですよ。 [AC2],10324
お詫び 01,mondorium,https://twitter.com/Elle_suwawa/status/1583886835360550912,,[mondorium]/2022.10.23 お詫び 01 [秋例大祭9],10326
お負け！,(空)がたらくぽんほ,,Rock,[(空)がたらくぽんほ]/2011.12.30 お負け！ [C81],10327
かえるさん☆ダ?KERO！,Siestail,http://siestail.net/c77-kaeru.htm,,[SiesTail]/2009.12.30 [STCD-0012] かえるさん☆ダ・KERO！ [C77],10330
かぜがたり。,Foxtail-Grass Studio,"http://f-g-s.net/fgst0015/, http://f-g-s.net/fgst0015/special/",Folk，Other/Misc,[Foxtail-Grass Studio]/2016.05.08 [FGST-0015] かぜがたり。 [例大祭13],10331
東方自作アレンジ,がけっぷに,https://www.nicovideo.jp/series/22101,,[inori]/2018.04.15 東方自作アレンジ,151
きかないこだれだ,ねこりす,https://nekorisu.jimdo.com/たのしいおんがくだよ/,Metal,[ねこりす]/2019.10.06 きかないこだれだ [秋例大祭6],10335
きのこが足りない,ぎんのしずく,https://yuki.kitune.info/ginsizu/#KINOKO,Jpop，Video Game Music,[ぎんのしずく]/2006.12.31 きのこが足りない [C71],10336
きみのたまなら死ねる,Silly Walker,http://www.sillywalker.info/html_dis/040.html,Trance，Dance,[Silly Walker]/2005.05.04 [SWCD-0014] きみのたまなら死ねる [例大祭2],10337
きみのならまた死ねる,Silly Walker,http://www.sillywalker.info/html_dis/041.html,Dance,[Silly Walker]/2005.08.14 [SWCD-0015] きみのならまた死ねる [C68],10338
きれいなイオシス,IOSYS,"http://www.iosysos.com/kireinaiosys/, http://www.iosysos.com/cd/beautiful/",Jpop,[IOSYS] イオシス/2016.12.29 [IO-0308] きれいなイオシス [C91],10346
くうきおと。,スターライトオーシャンズ,,Rock，Video Game Music，Misc Electronic，Classic,[スターライトオーシャンズ]/2009.07.19 くうきおと。 [第二回東方崇敬祭],10347
くたカフェ,狐の工作室,http://yuki-factory.main.jp/special/knth-0026.html,,[狐の工作室]/2022.05.08 [KNTH-0026] くたカフェ [例大祭19],10349
くるいちご,Crazy Berry,http://www.toranoana.jp/mailorder/article/04/0030/01/37/040030013788.html,Trance，Jpop，Eurobeat,[Crazy Berry]/2011.12.30 くるいちご [C81],10351
くるいちご三ルク,Crazy Berry,http://www.toranoana.jp/mailorder/article/04/0030/36/96/040030369600.html,Misc Electronic，Jpop，Trance,[Crazy Berry]/2014.05.11 [KURICIG-03] くるいちご三ルク [例大祭11],10352
くるいちご業,Crazy Berry,,Jpop，Rock,[Crazy Berry]/2011.12.30 くるいちご [C81],10353
くるいちご煮,Crazy Berry,http://www.toranoana.jp/mailorder/article/04/0030/12/13/040030121323.html,Trance，Jpop,[Crazy Berry]/2011.12.30 くるいちご [C81],10354
くるいちご録,Crazy Berry,,,[Crazy Berry]/2011.12.30 くるいちご [C81],10355
くーくり博麗フェスティバル,COOL&CREATE,http://cool-create.cc/cccd36.html,Jpop，Rock，Denpa,[COOL&CREATE]/2015.08.14 [CCCD-0036] くーくり博麗フェスティバル [C88],10358
ぐるりぐるぐる 先着オマケCD,鋲の人,http://www.geocities.jp/fell_11/,,[鋲の人]/2007.05.20 ぐるりぐるぐる 先着オマケCD [例大祭4],10363
ぐろ～り～ふぁんたずむ,Xenoglossy,http://xenoglossy.hariko.com/glor.html,Folk，House，Misc Electronic，Other/Misc,[Xenoglossy]/2014.12.29 ぐろ～り～ふぁんたずむ [C87],10364
けしからん乳めっ！！,Zephill,http://zephill.sakura.ne.jp/special03.html,,[Zephill]/2008.08.16 けしからん乳めっ！！ [C74],10365
けねもこえもーしょんず,ハリゴン,http://aquarell-c.sakura.ne.jp/hariyaa/C82/index.html,,[ハリゴン]/2012.08.11 [HRGN-001] けねもこえもーしょんず [C82],10367
げきおこ☆メイガス,IOSYS,http://www.iosysos.com/cd/armdenpa/,,[IOSYS] イオシス/2013.05.26 [IO-0249] げきおこ☆メイガス [例大祭10],10372
げきかわ☆ヴァンピン,IOSYS,http://www.iosysos.com/armdenpa2/,Denpa,[IOSYS] イオシス/2013.12.30 [IO-0258] げきかわ☆ヴァンピン [C85],10373
げきぴょす☆パペット,IOSYS,http://www.iosysos.com/armdenpa3/,Denpa,[IOSYS] イオシス/2014.11.24 [IO-0278] げきぴょす☆パペット [秋例大祭],10374
げきリミ！ ─げきおこシリーズリミックス─,IOSYS,http://www.iosysos.com/cd/gekirimi/,Denpa，Misc Electronic,[IOSYS] イオシス/2015.12.30 [IO-0298] げきリミ! -げきおこシリーズリミックス [C89],10375
こいしちゃんはふりーだむ☆,ぶるっくりん☆すてーしょん,http://pikapika.punyu.jp/koisiteru/,,[ぶるっくりん☆すてーしょん]/2012.10.28 こいしちゃんはふりーだむ☆ [M3-30],10380
こうまかん☆ぷぺぽー,"Sing, R. Sing!",http://www.singrsing.com/doujin/,,"[Sing, R. Sing!]/2009.12.30 [SRSB-0901] こうまかん☆ぷぺぽー [C77]",10382
ここに神社を建てよう！,dat file records,http://datifile035.tumblr.com/,Jpop，Misc Electronic，Trance，Hardcore,[dat file records]/2016.10.09 [DATFILE-035] ここに神社を建てよう! - 二色蓮花蝶オンリーアレンジCD [東方紅楼夢12],10384
この世に福音と恩寵を齎しめる きたない東方アレンジ「尊い」,dat file records,"http://datfilerecords.com/blog/detail.php?blog_id=9, http://kitanai5.tumblr.com/",House，Misc Electronic，Hardcore，Jpop，Rock,[dat file records]/2016.08.13 [DATFILE-034] この世に福音と恩寵を齎しめる きたない東方アレンジ「尊い」 [C90],10391
この先、東方　～ 東方想起・懐古編曲集,机上の空想理論,https://chair-msc.booth.pm/items/985535,,[机上の空想理論]/2018.08.26 この先、東方　～ 東方想起・懐古編曲集,10392
この星空よ永遠に,さーくるばんばんしー,http://banbanshi.web.fc2.com/konohoshi_tokusetu/,Video Game Music,[さーくるばんばんしー]/2012.05.27 [BNST-0003] この星空よ永遠に [例大祭9],10393
この片目が潰れるほどの盲目な愛を,サテライト単眼プリズン,http://helgaprison.zatunen.com/C84konokatame.html,Rock,[サテライト単眼プリズン]/2013.08.12 この片目が潰れるほどの盲目な愛を [C84],10395
こはくの幻想盤,以呂波屋,http://www.iroha-ya.info/works/iroh0006/,Jazz，Other/Misc,[以呂波屋]/2013.11.03 [IROH-0006] こはくの幻想盤 [求代目の紅茶会（第3回）],10398
こまゆう最強伝説!,アールグレイ,,,[アールグレイ]/2013.12.30 [EGCD-2021] こまゆう最強伝説！ [C85],10400
こもれびスケッチブック,風鈴ぼるけいの,"http://r-volcano.jp/komorebi, http://www.pixiv.net/member_illust.php?id=970557, http://www.pixiv.net/member.php?id=4477236",Classic，Other/Misc,[風鈴ぼるけいの]/2016.08.13 [RVMC-0005] こもれびスケッチブック [C90],10401
こんなんですみませんCD,C.S.C→luv,http://sound.jp/csc-luv/works.html,,[C.S.C→luv]/2006.12.31 こんなんですみませんCD [C71],10405
こ～んさるたん！,暁Records,http://akatsuki-records.com/drcd0070_71_coooonsultant.html,,[暁Records]/2021.12.31 [DRCD-0070] こ～んさるたん! [C99],10408
ごじゆうにおとりください。,AiZet Fabrik,http://azfabrik.uunyan.com/komachi5.html,Rock，Metal,[AiZet Fabrik]/2009.03.21 ごじゆうにおとりください。 [東方不敗小町5],10409
ごっすんとかのからおけ,IOSYS,http://www.iosysos.com/tohok/,,[IOSYS] イオシス/2007.11.11 [IO-0095] ごっすんとかのからおけ,10410
ごっすんリミックス　アイン,IOSYS,http://www.iosysos.com/tohog1/,,[IOSYS] イオシス/2008.05.25 [IO-0143] ごっすんリミックス　アイン [例大祭5],10411
ごっすんリミックス　ツバイン,IOSYS,http://www.iosysos.com/tohog2/,,[IOSYS] イオシス/2008.05.25 [IO-0143] ごっすんリミックス　アイン [例大祭5],10412
東方自作アレンジ,ごましお,https://www.nicovideo.jp/series/22101,,[inori]/2018.04.15 東方自作アレンジ,151
ご～じゃすぱわ～,PHOENIX Project,http://p-pr.info/ppcd1201,,[PHOENIX Project]/2012.04.15 [PPCD-1201] ご～じゃすぱわ～ [すいかといっしょ],10415
さくらさくら,LOVEマシーン,http://lovemachine.sakura.ne.jp/history.html#lmcd-0014,,[LOVEマシーン]/2006.05.21 [LMCD-0014] さくらさくら [例大祭3],10419
さけのさかなのおとのうた,さかばと,http://www.s-skt.info/otsk-0001/sakana.html,,[さかばと] Sound sakabato/2015.08.14 [OTSK-0001] さけのさかなのおとのうた [C88],10420
さすらいエイサ～,小龍包,,,[小龍包]/2010.08.14 さすらいエイサ～ [C78],10422
さとこい地底伝説!,アールグレイ,,,[アールグレイ]/2014.05.11 [EGCD-2023] さとこい地底伝説！ [例大祭11],10424
さとりとこいしのDOKIDOKIDONディスク,アールグレイ,http://cooth.org/eg/dokidoki.php,,[アールグレイ]/2010.03.21 [EGCD-2002] さとりとこいしのDOKIDOKIDONディスク [CSP5],10425
さとりとこいしのDOKIDOKIDONディスクEX!,アールグレイ,,,[アールグレイ]/2010.03.21 [EGCD-2002] さとりとこいしのDOKIDOKIDONディスク [CSP5],10426
さとりのダンジョン王国 オリジナルサウンドトラック,sound sepher,http://sepher.jp/circle/circle_30.htm,Video Game Music,[sound sepher]/2013.05.26 [SEPR-0018] さとりのダンジョン王国 オリジナルサウンドトラック [例大祭10],10427
さとりのダンジョン王国2 OST,sound sepher,http://sepher.jp/circle/circle_32.htm,Video Game Music,[sound sepher]/2013.12.30 [SEPR-0020] さとりのダンジョン王国2 OST [C85],10428
さと恋,アールグレイ,http://cooth.org/eg/,,[アールグレイ]/2011.05.08 [EGCD-2007] さと恋 [例大祭8],10431
さな恋,アールグレイ,,,[アールグレイ]/2013.08.12 [EGCD-2018] さな恋 [C84],10433
さよなら、陽炎,メンヘラテレビサイズ,,Rock，Jpop,[メンヘラテレビサイズ]/2013.12.30 [ME-001] さよなら、陽炎 [C85],10434
さんぷる音源,チ→ム♂ツナギ,,,[チ→ム♂ツナギ]/2010.12.30 さんぷる音源 [C79],10440
して☆しろ！しやがれ！,SOUTH OF HEAVEN,http://s-o-h.jp/products/,Jpop,[SOUTH OF HEAVEN]/2012.05.27 して☆しろ！しやがれ！ [例大祭9],10443
しよーにんッ!あたし達の遊び相手になってよ!,SWEETHOLIQUE,,,[SWEETHOLIQUE]/2020.03.02 しよーにんッ!あたし達の遊び相手になってよ!,10446
しろうさぎ,Silver Forest,http://www.silver--forest.com/tei.htm,,[Silver Forest]/2008.10.13 [SFNCDR-0013] しろうさぎ [M3-08秋],10447
すいーつぱれっと,ばーどちゅーん,http://birdtune.jp/tokusetu/sweets/,,[ばーどちゅーん] BirdTune/2010.03.14 [BTMR-0009] すいーつぱれっと [例大祭7],10453
すかーれっつ!,ロクプラス,http://rochplus.web.fc2.com/scarlets.html,,[ロクプラス]/2010.07.18 [6PCD-06] すかーれっつ！ [紅のひろば4],10454
すきまむすび,さーくるばんばんしー,http://banbanshi.web.fc2.com/sukima/,Video Game Music,[さーくるばんばんしー]/2012.10.07 [BNST-0004] すきまむすび [東方紅楼夢8],10455
すごいこちゃ☆ぱい,"Sing, R. Sing!",http://www.singrsing.com/doujin/srsb1201.html,,"[Sing, R. Sing!]/2012.08.11 [SRSB-1201] すごいこちゃ☆ぱい [C82]",10457
すれ違う季節,Undefined Field,http://www.undefineder.com/kisetu/,,[Undefined Field]/2009.08.15 [UFCD-0011] すれ違う季節 [C76],10463
ずもももももも もみじです！,Windbreaker,,Classic,[Windbreaker]/2010.08.14 ずもももももも もみじです！ [C78],10466
せせらぎ,Unprepared Orchestra,http://unpp.iza-yoi.net/c82.html,,[Unprepared Orchestra]/2012.08.11 せせらぎ [C82],10468
そして一人だけになった,四面楚歌,http://allenemy.fc2web.com/c93/,Jpop，Rock，Other/Misc,[四面楚歌]/2017.12.29 [SMSK-0006] そして一人だけになった [C93],10474
そして誰もいなくなった - And Then There Were None -,UnLimited Questions,,,[UnLimited Questions]/2009.12.30 [UQCD-0009] そして誰もいなくなった [C77],10475
その日、夢想は共鳴する,少女フラクタル,http://yuuhei-satellite.sakura.ne.jp/12282,Trance，Jpop,[少女フラクタル]/2018.10.14 [SJFT-0037] その日、夢想は共鳴する [秋例大祭5],10480
その日私は空を見上げた,森羅万象,http://liz-tora.com/liz-tora/SB/sonohi/,,[森羅万象]/2015.05.10 [SBCD-0005] その日私は空を見上げた [例大祭12],10481
そらいろパラソル,そらいろパラソル,,Rock,[そらいろパラソル]/2010.03.14 [SKYP-0001] そらいろパラソル [例大祭7],10487
そらつちのあひだ,天狗ノ舞,http://natsume.ushimairi.com/1007_sora.html,Rock,[天狗ノ舞]/2012.10.07 [TNRE-0008] そらつちのあひだ [東方紅楼夢8],10489
それじゃ、さよなら,NJK Record,https://njk-record.jimdo.com/,Jpop，Jazz，Other/Misc,[NJK Record]/2018.12.30 [NJK-008] それじゃ、さよなら [C95],10491
たかが38万キロのボヤージュ,HIDDEN TREASURE,https://twitter.com/hidden_tre1016/status/1556218593519583232,,[HIDDEN TREASURE]/2022.08.14 たかが38万キロのボヤージュ [C100],10494
東方自作アレンジ,しずはた,https://www.nicovideo.jp/series/22101,,[inori]/2018.04.15 東方自作アレンジ,151
たったひとつの願い事,少女フラクタル,http://yuuhei-satellite.sakura.ne.jp/18844,,[少女フラクタル]/2023.05.07 [SJFT-0073] たったひとつの願い事 [例大祭20],10498
たっぷすらっぷだんす!,Undefined Field,,,[Undefined Field]/2009.06.21 [UFCD-0010] たっぷすらっぷだんす！ [東方崇敬祭],10499
だってしょうがないじゃない,FragileOnline,,Rock，Dance，Video Game Music,[Fragile Online]/2005.05.04 [FOCD-0011] だってしょうがないじゃない [例大祭2],10502
だんだん組ドラマCDのサントラ,だんだん組,http://teamdang2.com/toho_santora.html,,[だんだん組]/2011.05.08 [DANG-0007] だんだん組ドラマCDのサントラ [例大祭8],10503
ちていのリュトモス,街角麻婆豆,http://mapoze.com/pub/rhythmos/,,[街角麻婆豆]/2010.12.30 [MM-14] ちていのリュトモス [C79],10508
ちまみれダンシンパーリナイ ～きゅっとしてドカーン♥,暁Records,http://akatsuki-records.com/drcd0043.html,Rock,[暁Records]/2018.10.21 [DRCD-0043] ちまみれダンシンパーリナイ ～きゅっとしてドカーン♥ [東方紅楼夢14],10509
ちゃらんげ！,まかろに☆けちゃっぷ,http://macaketchup.blog72.fc2.com/blog-entry-132.html,Classic，Folk，Video Game Music,[まかろに☆けちゃっぷ]/2011.01.30 [MKTH-08] ちゃらんげ！ [紅のひろば5],10510
ちゃれんじTHEとりぷる,Siestail,http://siestail.net/rtssp-ctt.html,,[SiesTail]/2010.09.19 [STCD-0021] ちゃれんじTHEとりぷる [例大祭SP],10511
ちゅっちゅ畑でつかまえて ～Kiss Me! Hug Me!!～,JA幻想郷,http://jagen.chaso.net/,,[JA幻想郷]/2009.12.30 ちゅっちゅ畑でつかまえて ～Kiss Me! Hug Me!!～ [C77],10512
ちょこふぁん BEST,ちょこふぁん,https://chocofan00.tumblr.com/post/189667232542/,Eurobeat,[ちょこふぁん]/2019.12.31 ちょこふぁん BEST [C97],10514
ちょこふぁん BEST 2020,ちょこふぁん,https://twitter.com/subachoco/status/1340130236139073536,Eurobeat，Misc Electronic,[ちょこふぁん]/2020.12.31 [CFCD-0025] ちょこふぁん BEST 2020 [AC2],10515
ちょこふぁんMV BEST,ちょこふぁん,,,[ちょこふぁん]/2019.12.31 ちょこふぁん BEST [C97],10517
ちょっと嵐の幻想郷,引きこもりロック部,http://hikikomorirockbu.web.fc2.com/Gensokyo-blowing-a-storong-wind.html,,[引きこもりロック部]/2014.08.16 [HRCT-6002] ちょっと嵐の幻想郷 [C86],10521
ちょっと来い,ChongYoke,http://chongyoke.web.fc2.com/bottom.html,,[ChongYoke]/2011.08.13 ちょっと来い [C80],10522
ちょっと風吹く幻想郷,引きこもりロック部,http://hikikomorirockbu.web.fc2.com/bo-so-demo.html,,[引きこもりロック部]/2014.05.11 [HRCT-6001] ちょっと風吹く幻想郷 [例大祭11],10524
ちれーでんのおんがくたい,Siestail,http://siestail.net/ongakutai.htm,,[SiesTail]/2008.12.29 [STCD-0002] ちれーでんのおんがくたい [C75],10525
つきかげクオリア,Foxtail-Grass Studio,"http://f-g-s.net/fgst0009/, http://f-g-s.net/fgst0009/special/",,[Foxtail-Grass Studio]/2012.12.30 [FGST-0009] つきかげクオリア [C83],10527
つきなんてつかえない ／ ...and cradle to flatline,Attrielectrock,http://triangler.net/works/PAER-0001/,Misc Electronic，Folk，Classic,[Attrielectrock]/2008.08.16 [PAER-0001] つきなんてつかえない ／ ...and cradle to flatline [C74],10529
つきよがたり。,Foxtail-Grass Studio,http://f-g-s.net/fgst0016/special/,Classic，Folk，Other/Misc,[Foxtail-Grass Studio]/2018.05.06 [FGST-0016] つきよがたり。 [例大祭15],10530
てぃとうどんげわズッ友だょ・・・！,ししまいブラザーズ,http://www.sisimai-bros.com/,,[ししまいブラザーズ] Sisimai-brothers/2012.05.27 てぃとうどんげわズッ友だょ・・・！ [例大祭9],10534
てっぺい先生のパーフェクトヴァイオリン教室,IOSYS,http://www.iosysos.com/cd/teppei/,Classic,[IOSYS] イオシス/2012.03.10 [IO-0205] てっぺい先生のパーフェクトヴァイオリン教室,10536
できる大人の出勤CD,DDBY,http://ddby.jp/dekiru_otona_no_syukkin_cd,Video Game Music,[DDBY]/2015.11.01 できる大人の出勤CD [東方紅楼夢11],10542
できる大人の出勤CD2,DDBY,http://ddby.jp/dekiru_otona_no_syukkin_cd_2,Video Game Music,[DDBY]/2015.11.01 できる大人の出勤CD [東方紅楼夢11],10543
とある従者への追憶,Kraster,http://kraster.jp/toho_maid/,,[Kraster]/2011.12.30 とある従者への追憶 [C81],10546
とある魔法の森メタル,Pocket AD,http://pocketad.blog57.fc2.com/blog-entry-58.html,,[Pocket AD]/2010.03.14 [POAD-0003] とある魔法の森メタル [例大祭7],10548
とうほう☆あまねりお,COOL&CREATE,http://cool-create.cc/cccd27-28.html,,[COOL&CREATE]/2018.08.10 [CCCD-51~2] とうほう☆あまねりお＋ぷらす [C94],10549
とうほう☆あまねりお＋ぷらす,COOL&CREATE,http://cool-create.cc/cd/cccd51-52/,Jpop，Misc Electronic，Hardcore,[COOL&CREATE]/2018.08.10 [CCCD-51~2] とうほう☆あまねりお＋ぷらす [C94],10550
とうほうえきすとらぼすしゅう,平成のダークチョロギ丼,,Classic,[平成のダークチョロギ丼]/2011.05.08 とうほうえきすとらぼすしゅう [例大祭8],10552
とうほうおうかいつあー,豆屋,http://mameya.ktkr.net/oukaitour/index.html,Jpop,[豆屋]/2013.08.12 [MYCD-008] とうほうおうかいつあー [C84],10554
とうほうちぷちゅ～ん,カタルシス少年戯樂団,https://twitter.com/Majic_of_Life/status/1650108230604046336,Video Game Music，Other/Misc,[カタルシス少年戯樂団]/2023.05.07 [OTBK-0001] とうほうちぷちゅ～ん [例大祭20],10555
とうほうふゆまつり,DDBY,https://ddby.jp/touhou_huyumatsuri/,,[DDBY]/2009.12.30 とうほうふゆまつり [C77],10557
とうほうインスパイア,Silver Forest,http://www.silver--forest.com/is.htm,Denpa，Trance，Jpop，Rock，Misc Electronic,[Silver Forest]/2017.05.07 [SFNC-0057] とうほうインスパイア [例大祭14],10558
とうほう！,Little white snow,http://snow-illusion.com/circle/cd13/,,[little white snow]/2009.08.15 [SNOW-CD13] とうほう！ [C76],10562
ときかけエオリア,Foxtail-Grass Studio,"http://f-g-s.net/fgst0010/, http://f-g-s.net/fgst0010/special/",,[Foxtail-Grass Studio]/2013.05.26 [FGST-0010] ときかけエオリア [例大祭10],10564
となりのやおよろずちゃん,Silly Walker,http://www.sillywalker.info/works/066.html,,[Silly Walker]/2007.11.04 [SWCD-0040] となりのやおよろずちゃん [東方紅楼夢3],10567
となりのネイバー,マスカルポーネ,http://mascarpone.penne.jp/works.html#cd21,Rock,[マスカルポーネ]/2015.12.30 [MSCR-0011] となりのネイバー [C89],10569
東方自作アレンジ,とばそ,https://www.nicovideo.jp/series/22101,,[inori]/2018.04.15 東方自作アレンジ,151
とびくらロマンス,フランソワさんのよもぎ畑,http://yomogi-farm.sakura.ne.jp/kouroumu2010/,Misc Electronic,[フランソワさんのよもぎ畑] Francois's yomogi farm/2010.10.11 [YFCD-0010] とびくらロマンス [東方紅楼夢6],10570
とほほお～けすとら -STAGE 1-,とほほお～けすとら,http://tohohoorchestra.web.fc2.com/tokusetsu/tokusetsu_st1.html,Classic,[とほほお～けすとら]/2010.03.14 とほほお～けすとら　-STAGE 1- [例大祭7],10572
とほほお～けすとら -STAGE 2-,とほほお～けすとら,http://tohohoorchestra.web.fc2.com/tokusetsu/tokusetsu_st2.html,Classic,[とほほお～けすとら]/2010.09.18 とほほお～けすとら -STAGE 2- [例大祭SP],10573
とほほお～けすとら -STAGE 3-,とほほお～けすとら,http://tohohoorchestra.web.fc2.com/tokusetsu/tokusetsu_st3.html,Classic,[とほほお～けすとら]/2011.10.30 とほほお～けすとら　-STAGE 3- [M3-28],10574
とほほお～けすとら -STAGE 4-,とほほお～けすとら,http://tohohoorchestra.web.fc2.com/tokusetsu/tokusetsu_st4.html,Classic,[とほほお～けすとら]/2012.12.30 とほほお～けすとら　-STAGE 4- [C83],10575
とほほお～けすとら practice mode 01,とほほお～けすとら,http://tohohoorchestra.web.fc2.com/works.html,Classic,[とほほお～けすとら]/2010.10.31 とほほお～けすとら practice mode 01 [M3-10秋],10576
とよ☆ケロ,Zephill,http://zephill.main.jp/specially/spe10.html,,[Zephill]/2012.08.11 とよ☆ケロ [C82],10579
とらべるちゃんす!,DragonTree MusicTroops,http://dragontree.sakura.ne.jp/gemini/mt09.html,,[DragonTree MusicTroops]/2009.03.08 [DTMT-090T] とらべるちゃんす！ [例大祭6],10583
と～ふぉ～えば～,プレイリーオイスター,http://soundenjoy.blog34.fc2.com/blog-entry-43.html,,[プレイリーオイスター]/2010.03.14 と～ふぉ～えば～ [例大祭7],10588
どうぶつのうた,かちかち山,https://katikatimusic.wixsite.com/kkym-0001,Metal，Rock,[かちかち山]/2018.05.06 [KKYM-0001] どうぶつのうた [例大祭15],10590
どうぶつのうた 伍,かちかち山,https://katikatimusic.wixsite.com/kkym-0005,Metal,[かちかち山]/2018.05.06 [KKYM-0001] どうぶつのうた [例大祭15],10591
どうぶつのうた 参,かちかち山,https://katikatimusic.wixsite.com/kkym-0003,Rock，Metal,[かちかち山]/2018.05.06 [KKYM-0001] どうぶつのうた [例大祭15],10592
どうぶつのうた 弐,かちかち山,https://katikatimusic.wixsite.com/kkym-0002,Rock，Metal,[かちかち山]/2018.05.06 [KKYM-0001] どうぶつのうた [例大祭15],10593
どうぶつのうた 拾,かちかち山,https://katikatimusic.wixsite.com/kkym-0010,Metal,[かちかち山]/2018.05.06 [KKYM-0001] どうぶつのうた [例大祭15],10594
どうぶつのうた 拾参,かちかち山,https://katikatimusic.wixsite.com/kkym-0013,Metal,[かちかち山]/2018.05.06 [KKYM-0001] どうぶつのうた [例大祭15],10595
